Daily / Cumulative;Indicator;Date;Event;region;City;Cases
Daily;Cases;2020-05-25;;Mecca;Taif;13
Daily;Cases;2020-05-25;;Northern Borders;Arar;5
Daily;Cases;2020-05-25;;Mecca;Al Mahani;1
Daily;Cases;2020-05-25;;Riyadh;Kharj;9
Daily;Cases;2020-05-25;;Riyadh;Al Duwadimi;1
Daily;Cases;2020-05-25;;Al Jouf;Al Hadithah Border Station;7
Daily;Cases;2020-05-25;;Al Bahah;Qilwah;4
Daily;Cases;2020-05-25;;Mecca;Jeddah;327
Daily;Cases;2020-05-25;;Tabuk;Qurayyat;1
Daily;Cases;2020-05-25;;Eastern Region;Dahran;10
Daily;Cases;2020-05-25;;Tabuk;Duba;1
Daily;Cases;2020-05-25;;Asir;Al Namas;3
Daily;Cases;2020-05-26;;Riyadh;Wadi Addawasir;5
Daily;Cases;2020-05-26;;Medina;Yanbu;4
Daily;Cases;2020-05-26;;Eastern Region;Hufof;118
Daily;Cases;2020-05-26;;Najran;Sharorah;2
Daily;Cases;2020-05-26;;Asir;Abha;3
Daily;Cases;2020-05-26;;Riyadh;Nafy;1
Daily;Cases;2020-05-26;;Eastern Region;Jubail;29
Daily;Cases;2020-05-26;;Riyadh;Kharj;13
Daily;Cases;2020-05-26;;Riyadh;Howtat Bani Tamim;1
Daily;Cases;2020-05-26;;Al Jouf;Al Hadithah Border Station;2
Daily;Cases;2020-05-26;;Total;Total;1815
Daily;Cases;2020-05-26;;Mecca;Maisan;1
Daily;Cases;2020-05-26;;Mecca;Jeddah;325
Daily;Cases;2020-05-26;;Tabuk;Tayma;1
Daily;Cases;2020-05-26;;Jazan;Baish;2
Daily;Cases;2020-05-26;;Eastern Region;Ras Tanura;4
Daily;Cases;2020-05-26;;Mecca;Khulais;21
Daily;Cases;2020-05-27;;Jazan;Fifa;1
Daily;Cases;2020-05-27;;Medina;Yanbu;2
Daily;Cases;2020-05-27;;Asir;Abha;1
Daily;Cases;2020-05-27;;Eastern Region;Al Jafr;5
Daily;Cases;2020-05-27;;Asir;Khamis Mushait;4
Daily;Cases;2020-05-27;;Total;Total;1644
Daily;Cases;2020-05-27;;Mecca;Jeddah;360
Daily;Cases;2020-05-27;;Eastern Region;Dahran;25
Daily;Cases;2020-05-27;;Asir;Al Madda;2
Daily;Cases;2020-05-28;;Riyadh;Layla;2
Daily;Cases;2020-05-28;;Medina;Yanbu;8
Daily;Cases;2020-05-28;;Eastern Region;Safwa;4
Daily;Cases;2020-05-28;;Najran;Sharorah;3
Daily;Cases;2020-05-28;;Eastern Region;Qatif;30
Daily;Cases;2020-05-28;;Riyadh;Rumah;4
Daily;Cases;2020-05-28;;Northern Borders;Al Owayqilah;1
Daily;Cases;2020-05-28;;Mecca;Al Sehen;2
Daily;Cases;2020-05-28;;Riyadh;Kharj;11
Daily;Cases;2020-05-28;;Riyadh;Al Khasrah;2
Daily;Cases;2020-05-28;;Asir;Khamis Mushait;6
Daily;Cases;2020-05-28;;Total;Total;1581
Daily;Cases;2020-05-28;;Asir;Bisha;2
Daily;Cases;2020-05-28;;Eastern Region;Hafr Al Batin;5
Daily;Cases;2020-05-28;;Medina;Al Ais;1
Daily;Cases;2020-05-28;;Jazan;Jazan;2
Daily;Cases;2020-05-28;;Riyadh;Huraymila;5
Daily;Cases;2020-05-28;;Jazan;Baish;4
Daily;Cases;2020-05-29;;Jazan;Addayer Bani Malik;1
Daily;Cases;2020-05-29;;Qassim;Ar Rass;1
Daily;Cases;2020-05-29;;Riyadh;Muzahmiya;1
Daily;Cases;2020-05-29;;Riyadh;Riyadh;679
Daily;Cases;2020-05-29;;Tabuk;Tabuk;12
Daily;Cases;2020-05-29;;Riyadh;Al Duwadimi;3
Daily;Cases;2020-05-29;;Jazan;Abu Arish;1
Daily;Cases;2020-05-29;;Asir;Bisha;1
Daily;Cases;2020-05-29;;Asir;Muhayil Aseer;5
Daily;Cases;2020-05-29;;Jazan;Jazan;7
Daily;Cases;2020-05-29;;Eastern Region;Ras Tanura;12
Daily;Cases;2020-05-29;;Riyadh;Marat;1
Daily;Cases;2020-05-29;;Eastern Region;Dahran;24
Daily;Cases;2020-05-30;;Qassim;Buraydah;25
Daily;Cases;2020-05-30;;Eastern Region;Nairyah;2
Daily;Cases;2020-05-30;;Total;Total;1877
Daily;Cases;2020-05-30;;Najran;Najran;8
Daily;Cases;2020-05-30;;Eastern Region;Khobar;33
Daily;Cases;2020-05-30;;Jazan;Baish;2
Daily;Cases;2020-05-30;;Asir;Tanumah;1
Daily;Cases;2020-05-30;;Eastern Region;Khafji;2
Daily;Cases;2020-05-30;;Tabuk;Duba;5
Daily;Cases;2020-05-30;;Medina;Medina;95
Daily;Cases;2020-05-31;;Mecca;Mecca;164
Daily;Cases;2020-05-31;;Tabuk;Tabuk;9
Daily;Cases;2020-05-31;;Hail;Al Shamly;1
Daily;Cases;2020-05-31;;Riyadh;Dhurma;5
Daily;Cases;2020-05-31;;Jazan;Jazan;2
Daily;Cases;2020-05-31;;Riyadh;Rafaia Al Jamsh;13
Daily;Cases;2020-05-31;;Mecca;Khulais;21
Daily;Cases;2020-06-01;;Riyadh;Thadiq;2
Daily;Cases;2020-06-01;;Medina;Yanbu;16
Daily;Cases;2020-06-01;;Riyadh;Diriyah;72
Daily;Cases;2020-06-01;;Asir;Khamis Mushait;5
Daily;Cases;2020-06-01;;Najran;Najran;16
Daily;Cases;2020-06-01;;Mecca;Jeddah;279
Daily;Cases;2020-06-01;;Asir;Muhayil Aseer;9
Daily;Cases;2020-06-01;;Jazan;Jazan;4
Daily;Cases;2020-06-01;;Asir;Al Harjah;1
Daily;Cases;2020-06-01;;Asir;Billasmar;1
Daily;Cases;2020-06-02;;Hail;Ha'il;8
Daily;Cases;2020-06-02;;Asir;Wadi Ibn Hashbal;1
Daily;Cases;2020-06-02;;Mecca;Al Mahani;4
Daily;Cases;2020-06-02;;Asir;Namira;1
Daily;Cases;2020-06-02;;Riyadh;Muzahmiya;12
Daily;Cases;2020-06-02;;Eastern Region;Qatif;70
Daily;Cases;2020-06-02;;Tabuk;Tabuk;8
Daily;Cases;2020-06-02;;Tabuk;Umluj;4
Daily;Cases;2020-06-02;;Eastern Region;Bqeeq;1
Daily;Cases;2020-06-02;;Riyadh;Ar Ruwaydah;1
Daily;Cases;2020-06-02;;Riyadh;Huraymila;1
Daily;Cases;2020-06-02;;Eastern Region;Ras Tanura;10
Daily;Cases;2020-06-02;;Medina;Medina;167
Daily;Cases;2020-06-02;;Riyadh;Al Bejadiah;1
Daily;Cases;2020-06-02;;Mecca;Dhalm;1
Daily;Cases;2020-06-02;;Asir;Al Namas;5
Daily;Cases;2020-06-03;;Najran;Sharorah;5
Daily;Cases;2020-06-03;;Eastern Region;Qatif;49
Daily;Cases;2020-06-03;;Riyadh;Howtat Bani Tamim;3
Daily;Cases;2020-06-03;;Najran;Najran;10
Daily;Cases;2020-06-03;;Jazan;Sabya;4
Daily;Cases;2020-06-03;;Asir;Muhayil Aseer;2
Daily;Cases;2020-06-03;;Eastern Region;Hafr Al Batin;1
Daily;Cases;2020-06-03;;Medina;Al Ais;1
Daily;Cases;2020-06-03;;Al Bahah;Al Mandaq;1
Daily;Cases;2020-06-04;;Hail;Ha'il;6
Daily;Cases;2020-06-04;;Eastern Region;Hufof;102
Daily;Cases;2020-06-04;;Qassim;Unayzah;11
Daily;Cases;2020-06-04;;Qassim;Al Hanakia;1
Daily;Cases;2020-06-04;;Asir;Rejal Almaa;1
Daily;Cases;2020-06-04;;Eastern Region;Dammam;90
Daily;Cases;2020-06-04;;Riyadh;Kharj;8
Daily;Cases;2020-06-04;;Qassim;Riyadh Al Khabra;2
Daily;Cases;2020-06-04;;Northern Borders;Al Shoabah;1
Daily;Cases;2020-06-04;;Qassim;Al Asyah;1
Daily;Cases;2020-06-04;;Jazan;Abu Arish;9
Daily;Cases;2020-06-04;;Jazan;Al Aydabi;1
Daily;Cases;2020-06-04;;Eastern Region;Bqeeq;11
Daily;Cases;2020-06-04;;Asir;Muhayil Aseer;10
Daily;Cases;2020-06-04;;Asir;Ahad Rafidah;6
Daily;Cases;2020-06-04;;Asir;Al Namas;5
Daily;Cases;2020-06-05;;Asir;Sabt Al Alayah;2
Daily;Cases;2020-06-05;;Medina;Yanbu;9
Daily;Cases;2020-06-05;;Eastern Region;Hufof;144
Daily;Cases;2020-06-05;;Al Bahah;Baljurashi;1
Daily;Cases;2020-06-05;;Eastern Region;Qaryat Al Ulya;1
Daily;Cases;2020-06-05;;Al Bahah;Al Makhwa;3
Daily;Cases;2020-06-05;;Al Jouf;Sakakah;2
Daily;Cases;2020-06-05;;Medina;Al Ula;2
Daily;Cases;2020-06-05;;Hail;Al Shamly;1
Daily;Cases;2020-06-05;;Medina;Mahd Al Dhahab;2
Daily;Cases;2020-06-05;;Eastern Region;Al Jafr;14
Daily;Cases;2020-06-05;;Riyadh;Howtat Bani Tamim;17
Daily;Cases;2020-06-05;;Total;Total;3121
Daily;Cases;2020-06-05;;Riyadh;Al Artawiah;1
Daily;Cases;2020-06-05;;Mecca;Maisan;1
Daily;Cases;2020-06-05;;Eastern Region;Al Batahaa;3
Daily;Cases;2020-06-05;;Mecca;Al Khurma;1
Daily;Cases;2020-06-06;;Jazan;Addayer Bani Malik;1
Daily;Cases;2020-06-06;;Najran;Khobash;1
Daily;Cases;2020-06-06;;Mecca;Adham;1
Daily;Cases;2020-06-06;;Northern Borders;Arar;16
Daily;Cases;2020-06-06;;Riyadh;Shaqra;2
Daily;Cases;2020-06-06;;Riyadh;Riyadh;717
Daily;Cases;2020-06-06;;Qassim;Qusayba;1
Daily;Cases;2020-06-06;;Northern Borders;Turaif;1
Daily;Cases;2020-06-06;;Najran;Yadamah;1
Daily;Cases;2020-06-06;;Eastern Region;Al Mubarraz;34
Daily;Cases;2020-06-06;;Riyadh;Diriyah;27
Daily;Cases;2020-06-06;;Najran;Najran;18
Daily;Cases;2020-06-06;;Eastern Region;Bqeeq;1
Daily;Cases;2020-06-06;;Jazan;Sabya;11
Daily;Cases;2020-06-06;;Mecca;Al Muwayh;1
Daily;Cases;2020-06-07;;Riyadh;Muzahmiya;3
Daily;Cases;2020-06-07;;Northern Borders;Al Owayqilah;3
Daily;Cases;2020-06-07;;Riyadh;Az Zulfi;1
Daily;Cases;2020-06-07;;Asir;Khamis Mushait;38
Daily;Cases;2020-06-07;;Najran;Najran;9
Daily;Cases;2020-06-07;;Eastern Region;Bqeeq;3
Daily;Cases;2020-06-07;;Asir;Thurayban;1
Daily;Cases;2020-06-07;;Asir;Ahad Rafidah;3
Daily;Cases;2020-06-07;;Qassim;Uyun Al Jiwa;2
Daily;Cases;2020-06-07;;Tabuk;Duba;4
Daily;Cases;2020-06-07;;Mecca;Dhalm;1
Daily;Cases;2020-06-07;;Jazan;Aridah;13
Daily;Cases;2020-06-07;;Al Bahah;Al Mandaq;2
Daily;Cases;2020-06-08;;Medina;Yanbu;7
Daily;Cases;2020-06-08;;Mecca;Adham;2
Daily;Cases;2020-06-08;;Eastern Region;Urayarah;1
Daily;Cases;2020-06-08;;Riyadh;Riyadh;1099
Daily;Cases;2020-06-08;;Eastern Region;Qatif;131
Daily;Cases;2020-06-08;;Eastern Region;Nairyah;8
Daily;Cases;2020-06-08;;Riyadh;Ad Dilam;2
Daily;Cases;2020-06-08;;Asir;Bisha;6
Daily;Cases;2020-06-08;;Riyadh;Ar Ruwaydah;1
Daily;Cases;2020-06-08;;Jazan;Baish;7
Daily;Cases;2020-06-08;;Riyadh;Rafaia Al Jamsh;3
Daily;Cases;2020-06-09;;Asir;Sabt Al Alayah;2
Daily;Cases;2020-06-09;;Jazan;Al Qouz;3
Daily;Cases;2020-06-09;;Eastern Region;Safwa;33
Daily;Cases;2020-06-09;;Mecca;Taif;127
Daily;Cases;2020-06-09;;Northern Borders;Arar;1
Daily;Cases;2020-06-09;;Qassim;Buraydah;31
Daily;Cases;2020-06-09;;Mecca;Al Kamil;1
Daily;Cases;2020-06-09;;Qassim;Uqlat as Suqur;1
Daily;Cases;2020-06-09;;Qassim;Ar Rass;7
Daily;Cases;2020-06-09;;Al Bahah;Al Makhwa;2
Daily;Cases;2020-06-09;;Al Jouf;Sakakah;6
Daily;Cases;2020-06-09;;Mecca;Al Sehen;3
Daily;Cases;2020-06-09;;Eastern Region;Nairyah;2
Daily;Cases;2020-06-09;;Riyadh;Ad Dilam;1
Daily;Cases;2020-06-09;;Asir;Khamis Mushait;16
Daily;Cases;2020-06-09;;Total;Total;3717
Daily;Cases;2020-06-09;;Jazan;Al Aydabi;4
Daily;Cases;2020-06-09;;Mecca;Jeddah;460
Daily;Cases;2020-06-09;;Jazan;Al Reeth;1
Daily;Cases;2020-06-09;;Riyadh;Ar Ruwaydah;5
Daily;Cases;2020-06-09;;Mecca;Alqarei;1
Daily;Cases;2020-06-09;;Qassim;Uyun Al Jiwa;1
Daily;Cases;2020-06-10;;Riyadh;Al Majmaah;6
Daily;Cases;2020-06-10;;Riyadh;Layla;1
Daily;Cases;2020-06-10;;Medina;Wadi Al Fara'a;3
Daily;Cases;2020-06-10;;Qassim;Ar Rass;12
Daily;Cases;2020-06-10;;Riyadh;Shaqra;4
Daily;Cases;2020-06-10;;Asir;Namira;1
Daily;Cases;2020-06-10;;Jazan;Ahad Al Masarhah;1
Daily;Cases;2020-06-10;;Riyadh;Al Hareeq;1
Daily;Cases;2020-06-10;;Eastern Region;AL Oyoun;20
Daily;Cases;2020-06-10;;Eastern Region;Nairyah;11
Daily;Cases;2020-06-10;;Eastern Region;Salwa;5
Daily;Cases;2020-06-10;;Eastern Region;Jubail;28
Daily;Cases;2020-06-10;;Riyadh;Howtat Bani Tamim;22
Daily;Cases;2020-06-10;;Total;Total;3733
Daily;Cases;2020-06-10;;Najran;Najran;19
Daily;Cases;2020-06-10;;Riyadh;Dhurma;3
Daily;Cases;2020-06-10;;Eastern Region;Al Batahaa;1
Daily;Cases;2020-06-10;;Mecca;Alqarei;1
Daily;Cases;2020-06-10;;Mecca;Al Muzaylif;1
Daily;Cases;2020-06-10;;Mecca;Al Lith;4
Daily;Cases;2020-06-10;;Eastern Region;Ras Tanura;17
Daily;Cases;2020-06-10;;Riyadh;Rafaia Al Jamsh;19
Daily;Cases;2020-06-10;;Qassim;Uyun Al Jiwa;3
Daily;Cases;2020-06-11;;Riyadh;Layla;3
Daily;Cases;2020-06-11;;Mecca;Adham;3
Daily;Cases;2020-06-11;;Qassim;Buraydah;19
Daily;Cases;2020-06-11;;Al Bahah;Baljurashi;1
Daily;Cases;2020-06-11;;Riyadh;Al Hareeq;1
Daily;Cases;2020-06-11;;Riyadh;Al Quwaiiyah;8
Daily;Cases;2020-06-11;;Eastern Region;Qatif;93
Daily;Cases;2020-06-11;;Asir;Abha;39
Daily;Cases;2020-06-11;;Riyadh;Rumah;6
Daily;Cases;2020-06-11;;Najran;Yadamah;1
Daily;Cases;2020-06-11;;Mecca;Umm Aldoom;1
Daily;Cases;2020-06-11;;Eastern Region;Salwa;2
Daily;Cases;2020-06-11;;Riyadh;Howtat Bani Tamim;22
Daily;Cases;2020-06-11;;Asir;Bisha;1
Daily;Cases;2020-06-11;;Mecca;Al Qunfudhah;1
Daily;Cases;2020-06-11;;Eastern Region;Hafr Al Batin;13
Daily;Cases;2020-06-11;;Qassim;Uyun Al Jiwa;2
Daily;Cases;2020-06-11;;Medina;Medina;144
Daily;Cases;2020-06-11;;Riyadh;Al Bejadiah;5
Daily;Cases;2020-06-11;;Mecca;Dhalm;1
Daily;Cases;2020-06-11;;Qassim;Al Qawara;2
Daily;Cases;2020-06-12;;Riyadh;Thadiq;3
Daily;Cases;2020-06-12;;Medina;Wadi Al Fara'a;2
Daily;Cases;2020-06-12;;Al Bahah;Al Makhwa;2
Daily;Cases;2020-06-12;;Riyadh;Muzahmiya;34
Daily;Cases;2020-06-12;;Eastern Region;Jubail;47
Daily;Cases;2020-06-12;;Medina;Mahd Al Dhahab;5
Daily;Cases;2020-06-12;;Riyadh;Ad Dilam;2
Daily;Cases;2020-06-12;;Qassim;Riyadh Al Khabra;1
Daily;Cases;2020-06-12;;Total;Total;3366
Daily;Cases;2020-06-12;;Asir;Bisha;14
Daily;Cases;2020-06-12;;Asir;Thurayban;10
Daily;Cases;2020-06-12;;Eastern Region;Mulayjah;9
Daily;Cases;2020-06-12;;Asir;Billasmar;2
Daily;Cases;2020-06-12;;Mecca;Ranyah;1
Daily;Cases;2020-06-12;;Asir;Al Madda;1
Daily;Cases;2020-06-12;;Mecca;Dhalm;2
Daily;Cases;2020-06-12;;Al Bahah;Al Mandaq;1
Daily;Cases;2020-06-13;;Riyadh;Al Majmaah;11
Daily;Cases;2020-06-13;;Jazan;Al Qouz;3
Daily;Cases;2020-06-13;;Riyadh;Layla;2
Daily;Cases;2020-06-13;;Medina;Wadi Al Fara'a;2
Daily;Cases;2020-06-13;;Asir;Wadi Ibn Hashbal;1
Daily;Cases;2020-06-13;;Northern Borders;Arar;2
Daily;Cases;2020-06-13;;Qassim;Unayzah;4
Daily;Cases;2020-06-13;;Riyadh;Al Hareeq;1
Daily;Cases;2020-06-13;;Eastern Region;AL Oyoun;17
Daily;Cases;2020-06-13;;Riyadh;Rumah;7
Daily;Cases;2020-06-13;;Najran;Yadamah;1
Daily;Cases;2020-06-13;;Mecca;Qiya;3
Daily;Cases;2020-06-13;;Jazan;Abu Arish;6
Daily;Cases;2020-06-13;;Mecca;Jeddah;352
Daily;Cases;2020-06-13;;Riyadh;Dhurma;12
Daily;Cases;2020-06-13;;Medina;Khaybar;1
Daily;Cases;2020-06-13;;Mecca;Alqarei;2
Daily;Cases;2020-06-13;;Asir;Al Harjah;2
Daily;Cases;2020-06-13;;Asir;Thurayban;2
Daily;Cases;2020-06-13;;Mecca;Ranyah;10
Daily;Cases;2020-06-13;;Asir;Al Madda;3
Daily;Cases;2020-06-14;;Eastern Region;Safwa;53
Daily;Cases;2020-06-14;;Al Bahah;Baljurashi;1
Daily;Cases;2020-06-14;;Jazan;Ahad Al Masarhah;1
Daily;Cases;2020-06-14;;Qassim;Dharyah;1
Daily;Cases;2020-06-14;;Tabuk;Tabuk;14
Daily;Cases;2020-06-14;;Asir;Abha;55
Daily;Cases;2020-06-14;;Qassim;Al Bukayriyah;6
Daily;Cases;2020-06-14;;Qassim;Al Mithnab;6
Daily;Cases;2020-06-14;;Riyadh;Tumair;1
Daily;Cases;2020-06-14;;Hail;Bagaa;1
Daily;Cases;2020-06-14;;Qassim;Al Asyah;1
Daily;Cases;2020-06-14;;Asir;Bisha;12
Daily;Cases;2020-06-14;;Eastern Region;Khobar;89
Daily;Cases;2020-06-14;;Mecca;Jeddah;413
Daily;Cases;2020-06-14;;Asir;Muhayil Aseer;13
Daily;Cases;2020-06-14;;Jazan;Al Tuwal;1
Daily;Cases;2020-06-14;;Asir;Tanumah;2
Daily;Cases;2020-06-14;;Qassim;Al Badayea;1
Daily;Cases;2020-06-14;;Asir;Billasmar;5
Daily;Cases;2020-06-14;;Qassim;Uyun Al Jiwa;8
Daily;Cases;2020-06-14;;Riyadh;Al Bejadiah;4
Daily;Cases;2020-06-14;;Asir;Tathleeth;1
Daily;Cases;2020-06-14;;Mecca;Al Muwayh;1
Daily;Cases;2020-06-15;;Mecca;Rabigh;4
Daily;Cases;2020-06-15;;Riyadh;Layla;6
Daily;Cases;2020-06-15;;Medina;Yanbu;22
Daily;Cases;2020-06-15;;Najran;Sharorah;12
Daily;Cases;2020-06-15;;Riyadh;Al Quwaiiyah;12
Daily;Cases;2020-06-15;;Mecca;Mecca;224
Daily;Cases;2020-06-15;;Eastern Region;Dammam;192
Daily;Cases;2020-06-15;;Mecca;Umm Aldoom;3
Daily;Cases;2020-06-15;;Eastern Region;Al Mubarraz;80
Daily;Cases;2020-06-15;;Eastern Region;Nairyah;11
Daily;Cases;2020-06-15;;Riyadh;Al Duwadimi;1
Daily;Cases;2020-06-15;;Riyadh;Ad Dilam;7
Daily;Cases;2020-06-15;;Eastern Region;Al Jafr;6
Daily;Cases;2020-06-15;;Jazan;Abu Arish;1
Daily;Cases;2020-06-15;;Jazan;Al Aydabi;8
Daily;Cases;2020-06-15;;Eastern Region;Bqeeq;3
Daily;Cases;2020-06-15;;Jazan;Sabya;1
Daily;Cases;2020-06-15;;Mecca;Al Khurma;1
Daily;Cases;2020-06-15;;Riyadh;Al Sulayyil;4
Daily;Cases;2020-06-15;;Eastern Region;Hafr Al Batin;8
Daily;Cases;2020-06-15;;Hail;Al Hait;1
Daily;Cases;2020-06-15;;Jazan;Samtah;10
Daily;Cases;2020-06-15;;Riyadh;Marat;1
Daily;Cases;2020-06-15;;Asir;Tabalah;7
Daily;Cases;2020-06-15;;Mecca;Al Muwayh;2
Daily;Cases;2020-06-16;;Riyadh;Thadiq;5
Daily;Cases;2020-06-16;;Riyadh;Afif;5
Daily;Cases;2020-06-16;;Riyadh;Wadi Addawasir;33
Daily;Cases;2020-06-16;;Asir;Wadi Ibn Hashbal;3
Daily;Cases;2020-06-16;;Northern Borders;Arar;3
Daily;Cases;2020-06-16;;Najran;Sharorah;7
Daily;Cases;2020-06-16;;Eastern Region;Qaryat Al Ulya;3
Daily;Cases;2020-06-16;;Riyadh;Muzahmiya;2
Daily;Cases;2020-06-16;;Al Bahah;Al Bahah;17
Daily;Cases;2020-06-16;;Mecca;Al Sehen;1
Daily;Cases;2020-06-16;;Qassim;Al Mithnab;3
Daily;Cases;2020-06-16;;Eastern Region;Nairyah;1
Daily;Cases;2020-06-16;;Riyadh;Diriyah;39
Daily;Cases;2020-06-16;;Riyadh;Ad Dilam;10
Daily;Cases;2020-06-16;;Total;Total;4919
Daily;Cases;2020-06-16;;Asir;Al Bashayer;2
Daily;Cases;2020-06-16;;Mecca;Alqarei;2
Daily;Cases;2020-06-16;;Riyadh;Huraymila;17
Daily;Cases;2020-06-16;;Asir;Al Majarda;7
Daily;Cases;2020-06-16;;Riyadh;Ar Rayn;6
Daily;Cases;2020-06-17;;Medina;Wadi Al Fara'a;1
Daily;Cases;2020-06-17;;Mecca;Taif;97
Daily;Cases;2020-06-17;;Northern Borders;Arar;3
Daily;Cases;2020-06-17;;Qassim;Buraydah;129
Daily;Cases;2020-06-17;;Mecca;Al Sehen;4
Daily;Cases;2020-06-17;;Qassim;Al Mithnab;5
Daily;Cases;2020-06-17;;Hail;Al Shamly;2
Daily;Cases;2020-06-17;;Eastern Region;Al Mubarraz;128
Daily;Cases;2020-06-17;;Mecca;Qiya;3
Daily;Cases;2020-06-17;;Riyadh;Al Duwadimi;4
Daily;Cases;2020-06-17;;Riyadh;Diriyah;102
Daily;Cases;2020-06-17;;Mecca;Al Qunfudhah;1
Daily;Cases;2020-06-17;;Qassim;Al Badayea;9
Daily;Cases;2020-06-17;;Eastern Region;Ras Tanura;25
Daily;Cases;2020-06-17;;Eastern Region;Khafji;7
Daily;Cases;2020-06-17;;Mecca;Khulais;2
Daily;Cases;2020-06-17;;Asir;Al Namas;7
Daily;Cases;2020-06-18;;Hail;Ha'il;47
Daily;Cases;2020-06-18;;Hail;Al Ghazalah;2
Daily;Cases;2020-06-18;;Riyadh;Al Majmaah;15
Daily;Cases;2020-06-18;;Riyadh;Wadi Addawasir;75
Daily;Cases;2020-06-18;;Jazan;Addayer Bani Malik;1
Daily;Cases;2020-06-18;;Medina;Yanbu;21
Daily;Cases;2020-06-18;;Asir;Dhahran Al Janoub;10
Daily;Cases;2020-06-18;;Eastern Region;Safwa;53
Daily;Cases;2020-06-18;;Qassim;Buraydah;23
Daily;Cases;2020-06-18;;Asir;Sarat Ubaida;6
Daily;Cases;2020-06-18;;Qassim;Ar Rass;1
Daily;Cases;2020-06-18;;Eastern Region;Qaryat Al Ulya;5
Daily;Cases;2020-06-18;;Asir;Rejal Almaa;3
Daily;Cases;2020-06-18;;Tabuk;Tabuk;35
Daily;Cases;2020-06-18;;Eastern Region;Hardh;1
Daily;Cases;2020-06-18;;Hail;Bagaa;1
Daily;Cases;2020-06-18;;Mecca;Al Qunfudhah;6
Daily;Cases;2020-06-18;;Eastern Region;Khobar;153
Daily;Cases;2020-06-18;;Mecca;Jeddah;384
Daily;Cases;2020-06-18;;Eastern Region;Bqeeq;9
Daily;Cases;2020-06-18;;Jazan;Sabya;1
Daily;Cases;2020-06-18;;Jazan;Jazan;10
Daily;Cases;2020-06-18;;Hail;Al Hait;1
Daily;Cases;2020-06-18;;Jazan;Baish;3
Daily;Cases;2020-06-18;;Asir;Tathleeth;1
Daily;Cases;2020-06-19;;Mecca;Rabigh;3
Daily;Cases;2020-06-19;;Riyadh;Wadi Addawasir;47
Daily;Cases;2020-06-19;;Asir;Wadi Ibn Hashbal;5
Daily;Cases;2020-06-19;;Eastern Region;Safwa;28
Daily;Cases;2020-06-19;;Najran;Sharorah;10
Daily;Cases;2020-06-19;;Qassim;Unayzah;25
Daily;Cases;2020-06-19;;Qassim;Dharyah;5
Daily;Cases;2020-06-19;;Riyadh;Sajer;3
Daily;Cases;2020-06-19;;Qassim;Al Bukayriyah;6
Daily;Cases;2020-06-19;;Jazan;Farasan;4
Daily;Cases;2020-06-19;;Riyadh;Tumair;5
Daily;Cases;2020-06-19;;Qassim;Riyadh Al Khabra;5
Daily;Cases;2020-06-19;;Total;Total;3941
Daily;Cases;2020-06-19;;Eastern Region;Bqeeq;13
Daily;Cases;2020-06-19;;Mecca;Khulais;10
Daily;Cases;2020-06-19;;Al Bahah;Al Mandaq;9
Daily;Cases;2020-06-20;;Tabuk;Al Wajh;3
Daily;Cases;2020-06-20;;Mecca;Rabigh;2
Daily;Cases;2020-06-20;;Eastern Region;Hufof;102
Daily;Cases;2020-06-20;;Najran;Sharorah;2
Daily;Cases;2020-06-20;;Qassim;Uqlat as Suqur;3
Daily;Cases;2020-06-20;;Qassim;Ar Rass;11
Daily;Cases;2020-06-20;;Riyadh;Shaqra;1
Daily;Cases;2020-06-20;;Riyadh;Muzahmiya;15
Daily;Cases;2020-06-20;;Asir;Rejal Almaa;3
Daily;Cases;2020-06-20;;Al Bahah;Al Bahah;8
Daily;Cases;2020-06-20;;Riyadh;Az Zulfi;2
Daily;Cases;2020-06-20;;Riyadh;Kharj;27
Daily;Cases;2020-06-20;;Riyadh;Howtat Sudair;11
Daily;Cases;2020-06-20;;Riyadh;Ad Dilam;7
Daily;Cases;2020-06-20;;Eastern Region;Al Jafr;1
Daily;Cases;2020-06-20;;Riyadh;Howtat Bani Tamim;4
Daily;Cases;2020-06-20;;Qassim;Al Asyah;12
Daily;Cases;2020-06-20;;Najran;Najran;69
Daily;Cases;2020-06-20;;Eastern Region;Al Batahaa;1
Daily;Cases;2020-06-20;;Mecca;Al Khurma;2
Daily;Cases;2020-06-20;;Asir;Ahad Rafidah;12
Daily;Cases;2020-06-20;;Qassim;Al Badayea;3
Daily;Cases;2020-06-20;;Mecca;Al Lith;2
Daily;Cases;2020-06-20;;Asir;Billasmar;1
Daily;Cases;2020-06-20;;Riyadh;Rafaia Al Jamsh;2
Daily;Cases;2020-06-20;;Eastern Region;Khafji;1
Daily;Cases;2020-06-20;;Tabuk;Duba;1
Daily;Cases;2020-06-20;;Asir;Al Madda;5
Daily;Cases;2020-06-20;;Mecca;Khulais;5
Daily;Cases;2020-06-21;Curfew lifted (all regions);Jazan;Fifa;1
Daily;Cases;2020-06-21;Curfew lifted (all regions);Riyadh;Wadi Addawasir;42
Daily;Cases;2020-06-21;Curfew lifted (all regions);Medina;Wadi Al Fara'a;1
Daily;Cases;2020-06-21;Curfew lifted (all regions);Medina;Yanbu;31
Daily;Cases;2020-06-21;Curfew lifted (all regions);Najran;Khobash;1
Daily;Cases;2020-06-21;Curfew lifted (all regions);Mecca;Taif;121
